# coordinate_frame: enu | output_reference_frame: imu
time_ns,gnss_week,gnss_tow,gnss_stamp_ns,gnss_lat_deg,gnss_lon_deg,gnss_alt_m,gnss_status,gnss_num_sats,gnss_used,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyr_x,imu_gyr_y,imu_gyr_z,ws_vel_x,ws_used
1779353860982776306,2419,377878.5,1779353860672909625,35.7032755279238,139.723859172499,61.1879252700397,1,19,0,0.836675,-1.0388,9.67505,-0.00366519142918809,0.00303250957534014,-0.00109083078249645,,0
1779353861063723590,,,,,,,,,0,0.8232,-1.0479875,9.6609625,-0.00497418836818384,0.00346884188833873,-0.000938114472946951,,0
1779353861133850114,2419,377879,1779353861064115778,35.703275494492,139.723859142233,61.1938046133018,1,19,1,0.826875,-1.052275,9.6866875,-0.0039706240482871,0.00211621171804312,0.000654498469497873,,0
1779353861222837156,,,,,,,,,0,0.8360625,-1.0541125,9.67995,-0.00346884188833873,0.00207257848674326,-0.0015707963267949,,0
1779353861322624571,,,,,,,,,0,0.8379,-1.059625,9.69955,-0.00338157542573901,0.00233437787454241,0.0010471975511966,,0
1779353861512692806,,,,,,,,,0,0.831775,-1.0479875,9.6732125,-0.0039706240482871,0.00231256125889249,-0.000152716309549504,,0
